City,Location,Area,BHK,CarParking,Price
Delhi,Alaknanda,1450,3,0,19000000
Delhi,Kalkaji,1700,3,0,16700000
Delhi,Alaknanda,1250,2,0,15500000
Delhi,Alaknanda,1300,2,0,17000000
Delhi,Kalkaji,1350,2,0,16000000
Delhi,Kalkaji,1250,2,0,15500000
Delhi,Alaknanda,1400,3,0,19000000
Delhi,Kalkaji,1200,2,0,14500000
Delhi,Alaknanda,1250,2,0,13799999
Delhi,Alaknanda,1450,3,0,19500000
Delhi,Alaknanda,1650,3,0,19500000
Delhi,Chattarpur,2200,4,0,9000000
Delhi,Dwarka Mor,750,3,0,4299000
Delhi,Dwarka Mor,800,2,0,3200000
Delhi,Dwarka Mor,700,2,0,2499000
Delhi,DLF Farms,1170,3,0,7000000
Delhi,Sector 13 Dwarka,1850,3,1,15500000
Delhi,Sector 13 Dwarka,1800,3,1,13799999
Delhi,Sector 3 Dwarka,1750,3,0,13200000
Delhi,Sector 22 Dwarka,1800,3,1,13000000
Delhi,Sector 7 Dwarka,1750,3,0,13000000
Delhi,Vasant Kunj,1650,3,0,25000000
Delhi,Uttam Nagar,850,3,1,4499000
Delhi,Uttam Nagar,600,2,1,2799000
Delhi,Uttam Nagar,750,2,1,3799000
Delhi,Uttam Nagar,700,2,1,3500000
Delhi,Uttam Nagar,750,3,1,3900000
Delhi,Vasant Kunj,600,1,1,7000000
Delhi,Vasant Kunj,650,1,1,9000000
Delhi,Vasant Kunj,600,1,1,7500000
Delhi,Vasant Kunj,1100,2,1,13000000
Delhi,Vasant Kunj,800,2,1,11000000
Delhi,Vasant Kunj,1700,3,1,19000000
Delhi,Kalkaji,581,1,0,7200000
Delhi,Vasant Kunj,581,1,1,7500000
Delhi,Uttam Nagar,500,2,1,2100000
Delhi,Uttam Nagar,1150,4,1,7000000
Delhi,Uttam Nagar,750,2,1,3699000
Delhi,Uttam Nagar,650,2,1,3099000
Delhi,Uttam Nagar,850,3,1,4799000
Delhi,Dwarka Mor,900,3,1,5800000
Delhi,Dwarka Mor,820,3,1,4700000
Delhi,Dwarka Mor,625,2,1,2700000
Delhi,Dwarka Mor,525,2,1,2400000
Delhi,Dwarka Mor,750,2,1,3500000
Delhi,Dwarka Mor,850,3,1,4200000
Delhi,Vasant Kunj,1800,3,0,30000000
Delhi,Vasant Kunj,1800,3,0,30000000
Delhi,Paschim Vihar,1000,3,0,10000000
Delhi,Dwarka Mor,1250,3,1,6900000
Delhi,Dwarka Mor,1050,3,1,5500000
Delhi,Dwarka Mor,610,2,1,3190000
Delhi,Dwarka Mor,640,2,1,3220000
Delhi,Dwarka Mor,875,3,1,4700000
Delhi,Dwarka Mor,630,2,1,3210000
Delhi,Dwarka Mor,650,2,1,3225000
Delhi,Dwarka Mor,850,3,1,4300000
Delhi,Dwarka Mor,800,3,1,4100000
Delhi,Dwarka Mor,600,2,1,2700000
Delhi,Vasant Kunj,581,1,1,7500000
Delhi,Vasant Kunj,1000,2,1,10500000
Delhi,Vasant Kunj,600,1,1,7500000
Delhi,Uttam Nagar,450,2,0,2599000
Delhi,Uttam Nagar,650,2,0,2899000
Delhi,Uttam Nagar,800,3,0,4400000
Delhi,Vasant Kunj,1000,2,1,11000000
Delhi,Vasant Kunj,600,1,0,2650000
Delhi,nawada,800,3,0,4200000
Delhi,Pitampura,500,2,0,3500000
Delhi,Vasant Kunj,1600,4,0,21000000
Delhi,Vasant Kunj,1650,4,0,21000000
Delhi,Vasant Kunj,1650,4,0,21000000
Delhi,Burari,738,3,0,3600000
Delhi,Mehrauli,900,2,0,5999000
Delhi,Mehrauli,1500,3,0,10500000
Delhi,Vasant Kunj,1600,3,1,17500000
Delhi,Khanpur,750,2,0,3200000
Delhi,Sector 13 Dwarka,1700,3,0,11500000
Delhi,Sector 13 Dwarka,1450,3,0,11500000
Delhi,Paschim Vihar,1100,2,0,9000000
Delhi,Pitampura,1500,3,0,16000000
Delhi,Uttam Nagar,950,3,0,4799000
Delhi,Uttam Nagar,450,2,0,2599000
Delhi,Uttam Nagar,650,2,0,2899000
Delhi,Uttam Nagar,800,3,0,4400000
Delhi,Saket,500,1,0,6100000
Delhi,Chattarpur,750,2,0,3200000
Delhi,nawada,810,3,0,4700000
Delhi,nawada,770,3,0,4000000
Delhi,nawada,720,3,0,4000000
Delhi,Uttam Nagar,650,2,0,2700000
Delhi,Uttam Nagar,450,2,0,2800000
Delhi,nawada,700,3,0,3400000
Delhi,Dwarka Mor,800,3,0,4000000
Delhi,Dwarka Mor,850,3,0,3600000
Delhi,Dwarka Mor,550,2,0,2500000
Delhi,nawada,810,3,0,4200000
Delhi,Uttam Nagar,750,3,0,4200000
Delhi,Dwarka Mor,900,3,0,4500000
Delhi,Uttam Nagar,800,3,0,4300000
Delhi,Chattarpur,750,2,0,3200000
Delhi,Chattarpur,750,2,0,3200000
Delhi,Vasant Kunj,600,1,1,7000000
Delhi,Vasant Kunj,1700,3,1,23000000
Delhi,Paschim Vihar,600,1,0,5000000
Delhi,Paschim Vihar,1100,3,0,9500000
Delhi,Paschim Vihar,1800,3,0,18000000
Delhi,Mahipalpur,450,2,0,2800000
Delhi,Mehrauli,800,2,0,4500000
Delhi,Mehrauli,800,2,0,5000000
Delhi,Mehrauli,1000,2,0,6200000
Delhi,Mahipalpur,850,2,0,2800000
Delhi,Mehrauli,1500,3,0,10000000
Delhi,Vasant Kunj,800,2,0,3000000
Delhi,Mahipalpur,800,2,0,3000000
Delhi,Mahipalpur,800,2,0,3000000
Delhi,Vasant Kunj,1100,2,1,11000000
Delhi,Sector 6 Dwarka,581,1,0,6500000
Delhi,Vasant Kunj,1700,2,1,18000000
Delhi,Vasant Kunj,581,1,0,6798999
Delhi,Vasant Kunj,900,2,1,16500000
Delhi,Uttam Nagar,1000,3,1,7000000
Delhi,Uttam Nagar,820,3,1,4700000
Delhi,Uttam Nagar,500,1,1,2400000
Delhi,Uttam Nagar,450,1,1,2000000
Delhi,Uttam Nagar,525,2,1,2700000
Delhi,Uttam Nagar,750,2,1,3500000
Delhi,Uttam Nagar,850,3,1,4200000
Delhi,Uttam Nagar,820,3,1,4700000
Delhi,Uttam Nagar,450,1,1,2500000
Delhi,Uttam Nagar,525,2,1,2700000
Delhi,Uttam Nagar,750,2,1,3500000
Delhi,Uttam Nagar,850,3,1,4200000
Delhi,Vasant Kunj,1100,3,0,18000000
Delhi,Vasant Kunj,1100,3,0,18000000
Delhi,Paschim Vihar,850,2,0,8000000
Delhi,Paschim Vihar,750,2,0,7500000
Delhi,Paschim Vihar,900,2,0,8500000
Delhi,Paschim Vihar,650,2,0,6500000
Delhi,Vasant Kunj,600,1,1,7500000
Delhi,Paschim Vihar,1105,3,0,13000000
Delhi,Paschim Vihar,600,2,1,7000000
Delhi,Vasant Kunj,1000,3,0,13500000
Delhi,Vasant Kunj,1000,3,0,13500000
Delhi,Vasant Kunj,1200,2,0,16500000
Delhi,mayur vihar phase 1,600,2,0,2800000
Delhi,Sarita Vihar,1650,2,1,20500000
Delhi,Sarita Vihar,1000,2,1,8500000
Delhi,Vasant Kunj,2000,3,1,23000000
Delhi,Mansa Ram Park,450,2,0,2300000
Delhi,Chattarpur,1450,3,0,6000000
Delhi,Burari,540,2,0,2600000
Delhi,Burari,630,2,0,2700000
Delhi,Paschim Vihar,1200,3,1,12000000
Delhi,Burari,1080,3,0,5500000
Delhi,Dwarka Mor,900,3,1,5800000
Delhi,Dwarka Mor,820,3,1,4700000
Delhi,Dwarka Mor,625,2,1,2700000
Delhi,Dwarka Mor,525,2,1,2400000
Delhi,Dwarka Mor,750,2,1,3500000
Delhi,Dwarka Mor,850,3,1,4200000
Delhi,Uttam Nagar,1000,3,0,5200000
Delhi,Uttam Nagar,800,2,0,3200000
Delhi,Uttam Nagar,750,3,0,4299000
Delhi,Dwarka Mor,800,2,1,3200000
Delhi,Dwarka Mor,700,2,1,2499000
Delhi,Dwarka Mor,750,3,1,4299000
Delhi,Dwarka Mor,1000,3,1,5200000
Delhi,Uttam Nagar,1400,4,0,8900000
Delhi,Uttam Nagar,820,3,0,5500000
Delhi,Uttam Nagar,625,2,0,2700000
Delhi,Uttam Nagar,525,2,0,2400000
Delhi,Uttam Nagar,1350,3,0,7500000
Delhi,Uttam Nagar,1250,4,0,7000000
Delhi,Uttam Nagar,750,2,0,3500000
Delhi,Uttam Nagar,850,3,0,4200000
Delhi,Alaknanda,1200,2,0,16000000
Delhi,Chattarpur,1400,3,0,8800000
Delhi,Sheikh Sarai,1125,3,0,12000000
Delhi,Saket,2650,4,0,30000000
Delhi,Palam,1300,3,0,12300000
Delhi,Alaknanda,1200,2,0,15000000
Delhi,Sector 18A Dwarka,1800,2,0,8400000
Delhi,Sector 13 Dwarka,1800,2,0,10000000
Delhi,Dwarka Mor,720,3,1,4199000
Delhi,Dwarka Mor,540,2,1,2700000
Delhi,Dwarka Mor,495,2,1,2550000
Delhi,Dwarka Mor,585,2,1,3099000
Delhi,Dwarka Mor,1000,3,0,5000000
Delhi,Dwarka Mor,900,3,0,4500000
Delhi,Dwarka Mor,500,2,0,2400000
Delhi,Dwarka Mor,520,2,0,2000000
Delhi,Dwarka Mor,1050,3,0,6000000
Delhi,Dwarka Mor,510,2,0,2200000
Delhi,Dwarka Mor,1100,3,0,6500000
Delhi,Dwarka Mor,800,3,0,3500000
Delhi,Dwarka Mor,750,3,0,3100000
Delhi,Dwarka Mor,600,2,0,2800000
Delhi,Alaknanda,1600,3,0,13600000
Delhi,Sector 13 Dwarka,1800,2,1,11000000
Delhi,Sector 6 Dwarka,1400,3,0,11700000
Delhi,Kalkaji,1400,3,0,18500000
Delhi,Alaknanda,1250,2,0,17000000
Delhi,Alaknanda,1650,3,0,19500000
Delhi,Saket,1800,3,0,28000000
Delhi,Saket,1800,3,0,20500000
Delhi,Vasant Kunj,1200,3,0,8000000
Delhi,Vasant Kunj,720,2,0,3700000
Delhi,Vasant Kunj,720,2,0,3700000
Delhi,Alaknanda,1550,3,0,14500000
Delhi,Alaknanda,1550,3,0,14500000
Delhi,Saket,1450,2,0,16500000
Delhi,Palam,1800,3,0,12800000
Delhi,Sector 10 Dwarka,1800,3,1,14000000
Delhi,Sector 7 Dwarka,1800,3,0,12800000
Delhi,Chattarpur,1550,3,0,8500000
Delhi,Chattarpur,1550,3,0,8500000
Delhi,Saket,2750,5,0,29000000
Delhi,Saket,2250,4,0,19000000
Delhi,Sector-18 Dwarka,1800,3,0,14500000
Delhi,Vasant Kunj,1250,3,0,7500000
Delhi,Vasant Kunj,850,2,0,4500000
Delhi,Vasant Kunj,850,2,0,4500000
Delhi,Vasant Kunj,1150,2,0,7500000
Delhi,Vasant Kunj,1000,3,0,6500000
Delhi,Vasant Kunj,1170,3,0,7500000
Delhi,Vasant Kunj,1100,3,0,7000000
Delhi,Vasant Kunj,1200,3,0,7500000
Delhi,Vasant Kunj,2000,4,0,15000000
Delhi,Vasant Kunj,750,2,0,4400000
Delhi,Vasant Kunj,900,3,0,5500000
Delhi,Vasant Kunj,900,3,0,5500000
Delhi,Saket,1350,2,0,17000000
Delhi,Saket,1500,2,0,18000000
Delhi,Sector 3 Dwarka,1900,3,0,13000000
Delhi,Chattarpur,2600,4,0,16000000
Delhi,Sarvodaya Enclave,220,1,0,3300000
Delhi,Sarvodaya Enclave,200,1,0,3300000
Delhi,Sarvodaya Enclave,210,1,0,3300000
Delhi,Chattarpur,750,2,0,3300000
Delhi,Sarvodaya Enclave,220,1,0,3350000
Delhi,Vasant Kunj,1800,3,1,32500000
Delhi,Chattarpur,1350,2,0,6000000
Delhi,Chattarpur,1300,3,1,5500000
Delhi,Chattarpur,1300,3,1,4800000
Delhi,Chattarpur,1450,3,1,4400000
Delhi,Karol Bagh,531,2,0,8395000
Delhi,Chattarpur,1500,3,0,5300000
Delhi,Vasant Kunj,1250,2,0,17500000
Delhi,Chattarpur,900,2,0,4000000
Delhi,Saket,1750,3,0,22500000
Delhi,Saket,3260,4,0,27000000
Delhi,Saket,3450,3,0,26000000
Delhi,Saket,2200,4,0,21000000
Delhi,Saket,1750,3,0,20000000
Delhi,Saket,1750,2,0,21500000
Delhi,Saket,1600,3,0,21000000
Delhi,Saket,1350,3,0,18500000
Delhi,Saket,2160,3,0,20000000
Delhi,Saket,2500,4,0,29000000
Delhi,Saket,2850,4,0,30000000
Delhi,Saket,1650,3,0,16000000
Delhi,Saket,1880,3,0,28200000
Delhi,Chattarpur,1160,3,0,6500000
Delhi,Chattarpur,900,2,0,4000000
Delhi,Uttam Nagar,700,2,0,2499000
Delhi,Chattarpur,750,2,0,3000000
Delhi,Sector 13 Rohini,1100,2,1,11000000
Delhi,Sector 13 Rohini,1650,2,1,15500000
Delhi,Sheikh Sarai,1125,3,0,5700000
Delhi,Vasant Kunj,650,1,1,7500000
Delhi,Vasant Kunj,1100,2,1,13000000
Delhi,Vasant Kunj,650,1,1,8500000
Delhi,Sector 6 Dwarka,1500,3,0,11700000
Delhi,Greater Kailash,450,1,0,2100000
Delhi,West Sagarpur,600,2,0,3500000
Delhi,nawada,800,3,0,4400000
Delhi,Shahdara,1125,3,0,6700000
Delhi,West Sagarpur,450,1,0,2100000
Delhi,Ashok Vihar,500,1,0,4600000
Delhi,nawada,800,3,0,4500000
Delhi,Paschim Vihar,1000,2,0,9000000
Delhi,Dwarka Mor,495,2,1,2000000
Delhi,Shahdara,1215,4,0,8000000
Delhi,Chattarpur,1500,3,0,5100000
Delhi,Sector 21 Dwarka,1500,3,0,13000000
Delhi,Shahdara,1440,4,0,11500000
Delhi,Dwarka Mor,750,3,1,3000000
Delhi,Chattarpur,818,2,0,3071000
Delhi,Chattarpur,845,2,0,3300000
Delhi,Vasant Kunj,1550,3,0,18500000
Delhi,Vasant Kunj,1650,3,0,19000000
Delhi,Vasant Kunj,1100,2,0,14500000
Delhi,Vasant Kunj,1650,3,0,22500000
Delhi,Vasant Kunj,550,1,0,6500000
Delhi,Vasant Kunj,581,1,1,7000000
Delhi,Chattarpur,1250,3,0,4500000
Delhi,Chattarpur,1350,3,0,5999000
Delhi,Safdarjung Enclave,1350,2,0,22500000
Delhi,Vasant Kunj,580,1,0,7200000
Delhi,Chattarpur,1500,3,0,5100000
Delhi,Sector 21 Dwarka,1500,3,0,13000000
Delhi,Shahdara,1440,4,0,11500000
Delhi,Dwarka Mor,750,3,1,3000000
Delhi,Vasant Kunj,1200,3,1,17500000
Delhi,East of Kailash,2500,4,0,47500000
Delhi,Chattarpur,1475,3,0,4900000
Delhi,Chattarpur,833,2,0,2600000
Delhi,Chattarpur,850,2,0,2800000
Delhi,Chattarpur,900,2,1,2500000
Delhi,Chattarpur,1450,3,1,4351000
Delhi,Chattarpur,799,2,1,2900000
Delhi,Chattarpur,1400,3,0,4300000
Delhi,Chattarpur,1300,3,0,4699000
Delhi,Dwarka Mor,765,3,1,3500000
Delhi,Dwarka Mor,750,3,1,3000000
Delhi,Dwarka Mor,450,1,1,2000000
Delhi,Chittaranjan Park,1030,3,0,14800000
Delhi,Chittaranjan Park,1025,3,0,15500000
Delhi,Chittaranjan Park,1025,3,0,15500000
Delhi,Chittaranjan Park,1400,3,0,16000000
Delhi,Chittaranjan Park,1035,3,0,15500000
Delhi,Chittaranjan Park,1025,3,0,15000000
Delhi,Chittaranjan Park,1030,3,0,14800000
Delhi,Chittaranjan Park,1025,3,0,15000000
Delhi,Chittaranjan Park,1400,3,0,16000000
Delhi,Chittaranjan Park,1030,3,0,14800000
Delhi,Chittaranjan Park,1025,3,0,15500000
Delhi,Chittaranjan Park,1030,3,0,14800000
Delhi,Chittaranjan Park,1030,3,0,14800000
Delhi,Chittaranjan Park,1030,3,0,14800000
Delhi,Chittaranjan Park,1035,3,0,15500000
Delhi,Chittaranjan Park,1025,3,0,15500000
Delhi,Chittaranjan Park,1025,3,0,15500000
Delhi,Chittaranjan Park,1035,3,0,15500000
Delhi,Chittaranjan Park,1035,3,0,15500000
Delhi,Chittaranjan Park,1035,3,0,15500000
Delhi,Chittaranjan Park,1025,3,0,15500000
Delhi,Chittaranjan Park,1035,3,0,15500000
Delhi,Sector 23 Rohini,1125,3,0,8000000
Delhi,Alaknanda,1350,2,0,17500000
Delhi,Alaknanda,1650,3,0,19500000
Delhi,Kalkaji,1650,3,0,23000000
Delhi,Alaknanda,1350,3,0,17500000
Delhi,Alaknanda,1400,3,0,18500000
Delhi,Sector 9 Rohini,900,2,1,13500000
Delhi,Sector 6 Dwarka,1700,3,1,12500000
Delhi,Sector 12 Dwarka,1800,3,1,11399999
Delhi,Vasant Kunj,2600,3,1,40000000
Delhi,Vasant Kunj,1700,2,1,21000000
Delhi,mayur vihar phase 1,1350,3,0,22000000
Delhi,Vasant Kunj,2200,2,1,30000000
Delhi,Vasant Kunj,580,1,1,8000000
Delhi,Vasant Kunj,1800,3,1,29000000
Delhi,Vasant Kunj,1100,2,1,14000000
Delhi,Vasant Kunj,2000,3,1,75000000
Delhi,Sector 13 Rohini,1150,2,1,17000000
Delhi,Vasant Kunj,650,1,1,7500000
Delhi,Vasant Kunj,1100,1,1,16000000
Delhi,Vasant Kunj,1300,2,1,16000000
Delhi,Vasant Kunj,1050,1,1,11500000
Delhi,Uttam Nagar,1500,4,1,9000000
Delhi,Uttam Nagar,1400,4,1,8900000
Delhi,Uttam Nagar,820,3,1,4700000
Delhi,Uttam Nagar,625,2,1,2700000
Delhi,Uttam Nagar,525,2,1,2400000
Delhi,Uttam Nagar,1350,3,1,7500000
Delhi,Uttam Nagar,750,2,1,3500000
Delhi,Uttam Nagar,850,3,1,4200000
Delhi,Vasant Kunj,1100,2,1,12000000
Delhi,Sector 13 Rohini,1000,2,1,12000000
Delhi,Sector 13 Rohini,900,2,1,12500000
Delhi,Sector 13 Rohini,950,2,1,12000000
Delhi,Hauz Khas,1565,3,0,6900000
Delhi,Dashrath Puri,450,1,0,2300000
Delhi,Sector 13 Rohini,675,3,0,4200000
Delhi,Rohini Sector 9,1400,3,0,19000000
Delhi,Sector 9 Rohini,1500,3,1,18000000
Delhi,Pitampura,750,2,1,8499000
Delhi,SULTANPUR,750,2,0,3200000
Delhi,Pitampura,1485,3,1,40000000
Delhi,Sheikh Sarai,1125,3,0,5700000
Delhi,Greater Kailash,1800,3,1,32500000
Delhi,Uttam Nagar,810,3,0,5000000
Delhi,Uttam Nagar,900,3,0,6200000
Delhi,Uttam Nagar,765,3,0,5200000
Delhi,Patparganj,2550,4,1,41800000
Delhi,Shahdara,1125,2,0,5100000
Delhi,Kaushambi,1300,3,0,5233000
Delhi,Patparganj,2250,3,1,36000000
Delhi,mayur vihar phase 1,1560,3,0,25000000
Delhi,Vasant Kunj,650,1,1,9000000
Delhi,Vasant Kunj,1700,3,1,18500000
Delhi,Shakurbasti,562,2,0,2868000
Delhi,Sector 6 Dwarka,2100,4,0,21500000
Delhi,Sector 6 Dwarka,1800,3,0,21000000
Delhi,Sector 6 Dwarka,1500,3,0,18000000
Delhi,Sector 5 Dwarka,1500,3,0,13799999
Delhi,Sector 10 Dwarka,1500,3,1,16000000
Delhi,Sector 6 Dwarka,2100,4,0,20000000
Delhi,Karol Bagh,549,2,0,3325000
Delhi,Sector 13 Rohini,900,3,1,12500000
Delhi,Mayur Vihar II,1100,2,0,8500000
Delhi,Mayur Vihar II,750,1,1,6300000
Delhi,Sector 13 Rohini,1200,3,0,12500000
Delhi,Mayur Vihar II,1050,2,1,8700000
Delhi,Vasant Kunj,1700,2,1,19900000
Delhi,Vasant Kunj,1150,2,1,15000000
Delhi,Vasant Kunj,1150,2,1,22000000
Delhi,Vasant Kunj,1700,3,1,21500000
Delhi,Vasant Kunj,1150,2,1,21500000
Delhi,Vasant Kunj,1800,3,1,28000000
Delhi,Vasant Kunj,1300,2,1,22000000
Delhi,Uttam Nagar,855,3,0,5300000
Delhi,Greater Kailash,1953,3,1,35000000
Delhi,Vasant Kunj,1650,3,1,19500000
Delhi,Hari Nagar,750,2,0,4200000
Delhi,Uttam Nagar,855,3,0,5400000
Delhi,Hari Nagar,900,2,0,5100000
Delhi,Siri Fort,1950,3,0,65000000
Delhi,Sector-18 Dwarka,1900,4,0,24900000
Delhi,Sector 19 Dwarka,1900,4,1,22500000
Delhi,Sector 11 Dwarka,1900,4,0,20500000
Delhi,Sector 22 Dwarka,1900,4,0,17500000
Delhi,Vasant Kunj,500,1,0,7200000
Delhi,Pitampura,800,2,0,14500000
Delhi,Pitampura,1000,2,0,8000000
Delhi,Sector 10 Dwarka,1500,3,1,14000000
Delhi,Vasant Kunj,500,1,0,7200000
Delhi,Pitampura,800,2,0,14500000
Delhi,Pitampura,1000,2,0,8000000
Delhi,Katwaria Sarai,450,1,0,2200000
Delhi,Sector 9 Rohini,1300,2,0,14800000
Delhi,Sector 9 Rohini,900,2,0,12000000
Delhi,Hari Nagar,900,2,0,4500000
Delhi,Vasant Kunj,1600,3,0,7000000
Delhi,Vasant Kunj,1000,2,0,5500000
Delhi,Vasant Kunj,1150,1,1,20000000
Delhi,Sector 6 Dwarka,1800,3,0,17500000
Delhi,Sector 6 Dwarka,1500,3,1,14700000
Delhi,Sector 5 Dwarka,1500,3,0,15500000
Delhi,Mayur Vihar II,950,2,0,9000000
Delhi,Hari Nagar,450,1,0,3000000
Delhi,Paschim Vihar,1200,2,0,11800000
Delhi,Hari Nagar,650,2,0,3600000
Delhi,Mayur Vihar II,1150,3,0,17000000
Delhi,Hari Nagar,450,1,0,3000000
Delhi,Sector 13 Rohini,900,2,0,10500000
Delhi,Uttam Nagar,855,3,0,5300000
Delhi,Greater Kailash,1953,3,1,35000000
Delhi,Hari Nagar,900,2,0,5100000
Delhi,Siri Fort,1950,3,0,65000000
Delhi,Mayur Vihar II,1300,1,0,12000000
Delhi,Sector 13 Rohini,900,2,0,10000000
Delhi,Mayur Vihar,2000,3,1,20000000
Delhi,Vasant Kunj,1800,2,1,27000000
Delhi,Hari Nagar,800,2,0,4200000
Delhi,Sector 10 Dwarka,1900,4,1,21000000
Delhi,Sector 22 Dwarka,1900,4,0,17500000
Delhi,Sector 22 Dwarka,1150,2,0,11500000
Delhi,Sector 19 Dwarka,2000,4,0,23000000
Delhi,Sector 23 Dwarka,1500,3,0,13500000
Delhi,Sector 19 Dwarka,1150,2,0,12400000
Delhi,Sector-18 Dwarka,1500,3,0,16500000
Delhi,Sector 7 Dwarka,1150,2,0,10500000
Delhi,Sector 12 Dwarka,1500,3,0,17500000
Delhi,Sector 3 Dwarka,1150,2,1,10500000
Delhi,Hari Nagar,450,1,0,3000000
Delhi,Paschim Vihar,1200,2,0,11800000
Delhi,Hari Nagar,650,2,0,3600000
Delhi,Vasant Kunj,1700,2,1,19900000
Delhi,Sector-18 Dwarka,1900,4,0,24900000
Delhi,Sector 3 Dwarka,1500,3,0,14500000
Delhi,Sector 11 Dwarka,1900,4,0,20500000
Delhi,Sector 22 Dwarka,1150,2,0,11500000
Delhi,Sector 19 Dwarka,2000,4,0,23000000
Delhi,Sector 23 Dwarka,1500,3,0,13500000
Delhi,Sector 19 Dwarka,1150,2,0,12400000
Delhi,Vasant Kunj,500,1,0,7200000
Delhi,Pitampura,800,2,0,14500000
Delhi,Pitampura,1000,2,0,8000000
Delhi,Katwaria Sarai,450,1,0,2200000
Delhi,Karol Bagh,549,2,0,3325000
Delhi,Mayur Vihar II,1300,1,0,12000000
Delhi,Sector 13 Rohini,900,2,0,10000000
Delhi,Mayur Vihar,2000,3,1,20000000
Delhi,Mayur Vihar,2000,3,1,22000000
Delhi,Vasant Kunj,650,1,1,7000000
Delhi,Vasant Kunj,1800,3,1,29000000
Delhi,Vasant Kunj,650,1,1,7500000
Delhi,Hari Nagar,500,1,0,3000000
Delhi,Vasant Kunj,1100,2,1,19500000
Delhi,Vasant Kunj,1800,3,1,25000000
Delhi,Vasant Kunj,1700,3,1,26000000
Delhi,Mansa Ram Park,675,3,0,3400000
Delhi,Paschim Vihar,1200,3,0,12500000
Delhi,Paschim Vihar,1000,2,0,9000000
Delhi,Paschim Vihar,1200,3,0,10000000
Delhi,Paschim Vihar,1200,3,0,10000000
Delhi,Rohini Sector 9,1000,2,0,12500000
Delhi,Rohini Sector 9,1000,2,0,9400000
Delhi,Rohini Sector 9,1350,3,0,16500000
Delhi,Rohini Sector 9,1025,2,1,15000000
Delhi,Rohini Sector 9,1250,3,1,18500000
Delhi,Rohini Sector 9,1000,2,1,10700000
Delhi,Rohini Sector 9,900,3,1,19500000
Delhi,Paschim Vihar,1500,1,0,16000000
Delhi,Vasant Kunj,650,1,0,8000000
Delhi,Vasant Kunj,1100,2,0,16000000
Delhi,Vasant Kunj,1650,3,1,19000000
Delhi,Jasola,1100,2,0,11900000
Delhi,Jasola,1050,2,0,11700000
Delhi,Jasola,1150,2,0,11000000
Delhi,Jasola,1050,2,0,11100000
Delhi,Jasola,1050,2,0,11500000
Delhi,Jasola,1450,3,0,13799999
Delhi,Jasola,1450,3,0,12600000
Delhi,Jasola,1050,2,0,11600000
Delhi,Jasola,1450,3,0,13600000
Delhi,Pitampura,600,1,0,4999000
Delhi,Vasant Kunj,1100,2,1,14500000
Delhi,Dashrath Puri,650,2,0,3600000
Delhi,Dashrath Puri,450,1,0,2400000
Delhi,Nasirpur,900,3,0,5500000
Delhi,Paschim Vihar,1200,2,0,9000000
Delhi,Pitampura,1350,3,0,12000000
Delhi,DLF Phase 5,1963,4,0,16000000
Delhi,Jasola,1050,2,0,11600000
Delhi,Jasola,1450,3,0,13600000
Hyderabad,Nizampet,1340,2,1,6968000
Hyderabad,Hitech City,3498,4,1,29000000
Hyderabad,Manikonda,1318,2,0,6590000
Hyderabad,Alwal,1295,3,0,5739000
Hyderabad,Kukatpally,1145,2,1,5679000
Hyderabad,Nizampet,1230,2,0,6099000
Hyderabad,Manikonda,1350,2,0,7000000
Hyderabad,Gachibowli,1400,3,0,4198000
Hyderabad,Tellapur,2240,3,0,9900000
Hyderabad,Gachibowli,1520,2,0,9800000
Hyderabad,Kokapet,1535,3,1,8903000
Hyderabad,Hyder Nagar,1150,2,0,6300000
Hyderabad,Mehdipatnam,1285,2,0,6300000
Hyderabad,Tellapur,1897,3,1,9000000
Hyderabad,Narsingi,1725,3,1,11100000
Hyderabad,Kukatpally,1592,3,0,10900000
Hyderabad,Madhapur,1150,2,0,8625000
Hyderabad,Tellapur,2240,3,0,9900000
Hyderabad,Puppalaguda,1050,3,0,3900000
Hyderabad,Nizampet,1340,2,1,6968000
Hyderabad,Hitech City,3498,4,1,29000000
Hyderabad,Manikonda,1318,2,0,6590000
Hyderabad,Alwal,1295,3,0,5739000
Hyderabad,Kukatpally,1145,2,1,5679000
Hyderabad,Nizampet,1230,2,0,6099000
Hyderabad,Manikonda,1350,2,0,7000000
Hyderabad,Gachibowli,1400,3,0,4198000
Hyderabad,Tellapur,2240,3,0,9900000
Hyderabad,Gachibowli,1520,2,0,9800000
Hyderabad,Kokapet,1535,3,1,8903000
Hyderabad,Hyder Nagar,1150,2,0,6300000
Hyderabad,Mehdipatnam,1285,2,0,6300000
Hyderabad,Tellapur,1897,3,1,9000000
Hyderabad,Narsingi,1725,3,1,11100000
Hyderabad,Kukatpally,1592,3,0,10900000
Hyderabad,Madhapur,1150,2,0,8625000
Hyderabad,Tellapur,2240,3,0,9900000
Hyderabad,Puppalaguda,1050,3,0,3900000
Hyderabad,Puppalaguda,1735,3,0,7800000
Hyderabad,Narsingi,2800,3,0,19600000
Hyderabad,Begumpet,1050,2,0,6050000
Hyderabad,Kukatpally,1230,2,0,6150000
Hyderabad,Nizampet,1175,2,0,5000000
Hyderabad,Nizampet,1190,2,0,4760000
Hyderabad,Banjara Hills,2956,4,0,30000000
Hyderabad,AS Rao Nagar,680,2,0,2500000
Hyderabad,Pragathi Nagar Kukatpally,1350,2,0,5900000
